record_id,source_path,source_line,original_title,original_description,url,original_category,check_status_code,check_result,check_final_url,check_page_title,check_page_h1,check_page_description,check_error,title_similarity
605d5c1de2a04667,docs/AI/大语言模型/LLM原理.md,16,tiny-llm,,https://github.com/skyzh/tiny-llm,人工智能 / LLM / LLM,200,accessible,https://github.com/skyzh/tiny-llm,GitHub - skyzh/tiny-llm: A course of learning LLM inference serving on Apple Silicon for systems engineers: build a tiny vLLM + Qwen. · GitHub,"Search code, repositories, users, issues, pull requests...",A course of learning LLM inference serving on Apple Silicon for systems engineers: build a tiny vLLM + Qwen. - skyzh/tiny-llm,,0.119
89707f22ae6a4758,docs/AI/大语言模型/LLM原理.md,23,LLM-Action,,https://github.com/liguodongiot/llm-action,人工智能 / LLM / LLM,200,accessible,https://github.com/liguodongiot/llm-action,GitHub - liguodongiot/llm-action: 本项目旨在分享大模型相关技术原理以及实战经验（大模型工程化、大模型应用落地） · GitHub,"Search code, repositories, users, issues, pull requests...",本项目旨在分享大模型相关技术原理以及实战经验（大模型工程化、大模型应用落地）. Contribute to liguodongiot/llm-action development by creating an account on GitHub.,,0.234
87334b11bd526b3f,docs/AI/算法与实现.md,12,RNN,,https://krisonzhang.cn/2025/04/06/Vanilla%20RNN/,人工智能 / 算法 / 算法,200,accessible,https://krisonzhang.cn/2025/04/06/Vanilla%20RNN/,Vanilla RNN | Krison's Blog,,,,0.25
6a5d1b5c8346d10a,docs/AI/算法与实现.md,13,LSTM,,https://krisonzhang.cn/2025/04/06/Vanilla%20RNN/,人工智能 / 算法 / 算法,200,accessible,https://krisonzhang.cn/2025/04/06/Vanilla%20RNN/,Vanilla RNN | Krison's Blog,,,,0.16
773857a14a9a4830,docs/AI/算法与实现.md,14,强化学习导论,,https://book.douban.com/subject/30323890/,人工智能 / 算法 / 算法,200,accessible,https://book.douban.com/subject/30323890/,Reinforcement Learning (2/e) (豆瓣),Reinforcement Learning (2/e),图书Reinforcement Learning (2/e) 介绍、书评、论坛及推荐,,0.0
5a64bf21784d9d54,docs/AI/算法与实现.md,15,强化学习,,https://frederick2313072.github.io/blog/2025-05-27-nlp%E6%80%BB%E7%BB%93/,人工智能 / 算法 / 算法,200,accessible,https://frederick2313072.github.io/blog/2025-05-27-nlp%E6%80%BB%E7%BB%93/,NLP总结,Frederick,,,0.0
2ff2043fef273ec2,docs/AI/算法与实现.md,17,强化学习的数学基础,,https://github.com/MathFoundationRL/Book-Mathematical-Foundation-of-Reinforcement-Learning,人工智能 / 算法 / 算法,200,accessible,https://github.com/MathFoundationRL/Book-Mathematical-Foundation-of-Reinforcement-Learning,GitHub - MathFoundationRL/Book-Mathematical-Foundation-of-Reinforcement-Learning: This is the homepage of a new book entitled &quot;Mathematical Foundations of Reinforcement Learning.&quot; · GitHub,"Search code, repositories, users, issues, pull requests...",This is the homepage of a new book entitled &quot;Mathematical Foundations of Reinforcement Learning.&quot; - MathFoundationRL/Book-Mathematical-Foundation-of-Reinforcement-Learning,,0.0
95b8022397e70c67,docs/CS/数学基础/数学杂项.md,12,欧拉计划 计算机解决数学算法,,https://pe-cn.github.io/,计算机科学 / 数学杂项 / 数学杂项,200,accessible,https://pe-cn.github.io/,Project Euler | 欧拉计划,Project Euler | 欧拉计划,Project Euler | 欧拉计划 中文翻译站,,0.276
1c97631090dfbb32,docs/CS/数学基础/数学课程.md,11,概统笔记,,https://krisonzhang.cn/2026/01/31/Chapter1/,计算机科学 / 数学课程 / 数学课程,200,accessible,https://krisonzhang.cn/2026/01/31/Chapter1/,Statistics-Chapter1 | Krison's Blog,,,,0.0
b351e0db0f924023,docs/CS/系统原理/数据库.md,12,MIT6.830 f21 笔记，基于 Java 实现的单机关系型数据库,,https://hezhengdong.github.io/notes/database/,计算机科学 / 数据库 / 数据库,200,accessible,https://hezhengdong.github.io/notes/database/,Database - Notes,Database,Welcome to hzd note. This site memory my learned knowledge.,,0.143
d94f9eb7d34b47c0,docs/CS/系统原理/计算机网络.md,11,计网学习，uptodown(自顶而下第八版) notes,,https://jysanne.github.io/2025/06/30/utd_notes/01/,计算机科学 / 计网 / 计网,200,accessible,https://jysanne.github.io/2025/06/30/utd_notes/01/,Chapter 1 Computer Networks and the Internet | J.Ysanne's blog,Chapter 1 Computer Networks and the Internet,"引言 Internet-connected “things”: laptops, tablets, smartphones → game consoles, surveillance systems, watches, eye glasses, thermostats, cars… What you will learn ? —— a broad overview of computer netw",,0.162
fcf12f3b1b2304fb,docs/CS/系统原理/软件分析.md,12,软件优化 MIT,,https://ocw.mit.edu/courses/6-172-performance-engineering-of-software-systems-fall-2018/download/,计算机科学 / 软件分析 / 软件分析,200,accessible,https://ocw.mit.edu/courses/6-172-performance-engineering-of-software-systems-fall-2018/download/,Resources | Performance Engineering of Software Systems | Electrical Engineering and Computer Science | MIT OpenCourseWare,Performance Engineering of Software Systems,MIT OpenCourseWare is a web based publication of virtually all MIT course content. OCW is open and available to the world and is a permanent MIT activity,,0.054
9ac538846627cd67,docs/CS/编程/算法.md,11,算法导论,,https://github.com/gzc/CLRS,计算机科学 / 算法 / 算法,200,accessible,https://github.com/gzc/CLRS,GitHub - gzc/CLRS: :notebook:Solutions to Introduction to Algorithms · GitHub,"Search code, repositories, users, issues, pull requests...",:notebook:Solutions to Introduction to Algorithms. Contribute to gzc/CLRS development by creating an account on GitHub.,,0.0
d21ac07926990a87,docs/CS/编程/算法.md,12,精译算法导论,,https://b23.tv/4VkZA9y,计算机科学 / 算法 / 算法,200,accessible,https://www.bilibili.com/video/BV1hhPXeTEWM/?buvid=YF58EBFA3E0301E65C86A1B4968730D19A58&is_story_h5=false&mid=8AOTIUVtIPcmNL4b2hCyFA%3D%3D&p=32&plat_id=116&share_from=ugc&share_medium=iphone&share_plat=ios&share_source=COPY&share_tag=s_i&timestamp=1766401738&unique_k=4VkZA9y&up_id=18053089,p31 2.6.3 Heap - Heap Sort - Heapify - Priority Queues_哔哩哔哩_bilibili,,p31 2.6.3 Heap - Heap Sort - Heapify - Priority Queues是【精译⚡算法导论】AbdulBari的第32集视频，该合集共计84集，视频收藏或关注UP主，及时了解更多相关视频内容。,,0.0
e89cf01b2a5499d9,docs/CS/编程/算法.md,16,MIT6.006 Introduction to Algorithms Spring-2020 笔记，涵盖 Lecture 1~8 和 Problem Session 1~4，主要内容包括数据结构和排序算法,,https://durjustice.github.io/homepage/posts/mit6-006/note-1/,计算机科学 / 算法 / 算法,200,accessible,https://durjustice.github.io/homepage/posts/mit6-006/note-1/,6.006 笔记 Part1 - Durjustice&#39;s Site,Contents #,,,0.228
574130b276a23760,docs/links/index.md,15,思源南路世一劈,,https://qiushao-e.github.io/,贡献者 / Contributers 🥰 / Contributers 🥰,200,accessible,https://qiushao-e.github.io/,Home,,,,0.0
50c70ba416d2c9ff,docs/links/index.md,35,DeepforThink,,https://DeepforThink.github.io/,贡献者 / Contributers 🥰 / Contributers 🥰,200,accessible,https://deepforthink.github.io/,Yufu Dong | Nankai University,Yufu Dong,"Academic homepage of Yufu Dong, an undergraduate student at Nankai University interested in reinforcement learning, robot learning, and embodied intelligence.",,0.222
59bcdaf061e526ea,docs/links/index.md,75,林零柒,,https://www.lintao.online,贡献者 / Contributers 🥰 / Contributers 🥰,200,accessible,https://lintao.online/,About Me &#8211; Tao Lin,About Me,"# About MeHere is **Tao Lin (Leo, 林涛)**.I am a first-year graduate student at Beijing Jiaotong University, newly grad...",,0.0
ba229e5c6340ac10,docs/其他/暂时难以整理的.md,10,英语学习网站,,https://dailydictation.com/exercises,待整理 / 暂时难以整理 / 暂时难以整理,200,accessible,https://dailydictation.com/exercises,All topics | English Listening Exercises,All topics,"Online dictation exercises for learners to improve English listening skills quickly. All levels from basic, intermediate to advanced. 100% Free.",,0.0
939603315238c2ff,docs/学习成长/学习资源.md,11,大模型应用开发 -上下文工程与运行空间实践指南,,https://github.com/WakeUp-Jin/Practical-Guide-to-Context-Engineering,学习成长 / AI / AI,200,accessible,https://github.com/WakeUp-Jin/Practical-Guide-to-Context-Engineering,GitHub - WakeUp-Jin/Practical-Guide-to-Context-Engineering: 大模型应用开发的方向，上下文工程是设计原则，Agent Harness 是构建目标，本项目的目标，是为开发者和研究者提供一份大模型应用开发的骨架思路 · GitHub,"Search code, repositories, users, issues, pull requests...",大模型应用开发的方向，上下文工程是设计原则，Agent Harness 是构建目标，本项目的目标，是为开发者和研究者提供一份大模型应用开发的骨架思路 - WakeUp-Jin/Practical-Guide-to-Context-Engineering,,0.167
2b94dd84c1407443,docs/学习成长/学习资源.md,14,人形机器人运动控制Know-How,,https://roboparty.feishu.cn/wiki/GvUxwKVeNiGa7kku6vEcvqfKn87,学习成长 / AI / AI,200,accessible,https://roboparty.feishu.cn/wiki/GvUxwKVeNiGa7kku6vEcvqfKn87,Docs,,,,0.1
8324e1f04d5e8dc8,docs/学习成长/学习资源.md,16,Training LLMs on GPU Clusters,,https://huggingface.co/spaces/gxa33/ultrascale-playbook?section=high-level_overview,学习成长 / AI / AI,200,accessible,https://huggingface.co/spaces/gxa33/ultrascale-playbook?section=high-level_overview,The Ultra-Scale Playbook - a Hugging Face Space by gxa33,,"This application displays detailed training data for large language models (LLMs) on GPU clusters, showing performance metrics and configurations. Users can view the data through an interactive plot.",,0.229
87f425c5ab3d3540,docs/学习成长/学习资源.md,19,"预训练语言模型(PLM, Pretraining Language Model)",,https://ai.feishu.cn/wiki/UY3BwliRqiB4ljkPT54c3kdOnzh,学习成长 / AI / AI,200,accessible,https://my.feishu.cn/wiki/UY3BwliRqiB4ljkPT54c3kdOnzh,Docs,,,,0.053
ba83d08741907220,docs/学习成长/学习资源.md,31,2026 企业级AI编程实践手册,,https://lcnziv86vkx6.feishu.cn/wiki/XZOSwI51wi5a5okxCF4cAxHSnBh,学习成长 / AI / AI,200,accessible,https://lcnziv86vkx6.feishu.cn/wiki/XZOSwI51wi5a5okxCF4cAxHSnBh,Docs,,,,0.0
1f763ba67dd888c8,docs/学习成长/学习资源.md,32,AI 原生工程,,https://tatsukimeng.github.io/ai-native-engineering/docs/outline/detailed-outline,学习成长 / AI / AI,200,accessible,https://tatsukimeng.github.io/ai-native-engineering/docs/outline/detailed-outline,详细版,详细版,保留更完整的章节设计、目标说明和论证结构,,0.0
63047b79558dc065,docs/学习成长/学习资源.md,36,大模型Blog,,https://magazine.sebastianraschka.com,学习成长 / AI / AI,200,accessible,https://magazine.sebastianraschka.com/,"Ahead of AI | Sebastian Raschka, PhD | Substack",Ahead of AI,"Ahead of AI focuses on machine learning and AI research and is read by more than 200,000 researchers and practitioners who want to stay ahead in a rapidly evolving field. Click to read Ahead of AI, by Sebastian Raschka, PhD, a Substack publication with hundreds of thousands of subscribers.",,0.047
e9c96da800181299,docs/学习成长/学习资源.md,37,群友整理的 AI 高阶课程列表（更新中）,,https://cloud.seatable.io/dtable/external-links/custom/awesome-cs-courses/,学习成长 / AI / AI,200,accessible,https://cloud.seatable.io/dtable/external-links/custom/awesome-cs-courses/,Untitled base,,Base shared from SeaTable,,0.071
fc0ffd75067856e4,docs/学习成长/学习资源.md,39,有关AI的论文网站,,https://papers.cool/arxiv/search?highlight=1&query=Multimodal+Instruction+Following,学习成长 / AI / AI,200,accessible,https://papers.cool/arxiv/search?highlight=1&query=Multimodal+Instruction+Following,multimodal instruction following | Cool Papers - Immersive Paper Discovery,multimodal instruction following,"The list of papers for multimodal instruction following category on arXiv, including titles, authors, and abstracts, with support for paper interpretation based on Kimi AI.",,0.056
e25e66ce39c07428,docs/学习成长/学习资源.md,43,一本挺好的介绍神经网络和深度学习的书,,https://github.com/nndl/nndl.github.io,学习成长 / AI / AI,200,accessible,https://github.com/nndl/nndl.github.io,GitHub - nndl/nndl.github.io: 邱锡鹏蒲公英书系列总入口 · GitHub,"Search code, repositories, users, issues, pull requests...",邱锡鹏蒲公英书系列总入口. Contribute to nndl/nndl.github.io development by creating an account on GitHub.,,0.034
716881f09a47ba3f,docs/学习成长/学习资源.md,50,AI资料,,https://sebastianraschka.com/teaching/,学习成长 / AI / AI,200,accessible,https://sebastianraschka.com/teaching/,"Courses | Sebastian Raschka, PhD",Courses,"Course materials and video resources from Sebastian Raschka on machine learning, deep learning, and large language models.",,0.133
267d3a61621d8dec,docs/学习成长/学习资源.md,55,Security Engineering 课程,,https://homepages.inf.ed.ac.uk/sainswo2/,学习成长 / AI / Security Engineering,200,accessible,https://homepages.inf.ed.ac.uk/sainswo2/,Sam Ainsworth's Home Page,,,,0.238
0d0bdc9005a91572,docs/学习成长/学习资源.md,65,尝试阐释CPU工作原理 - zileizi,,https://www.bilibili.com/opus/1045573822187569158,学习成长 / AI / CPU,200,accessible,https://www.bilibili.com/opus/1045573822187569158,NAND2Tetris：Computer Architecture 学习心得 - 哔哩哔哩,,,,0.175
1978621e415f48c4,docs/学习成长/学习资源.md,75,GPU编程课程,,https://cis5650-fall-2024.github.io/syllabus/,学习成长 / AI / 编程,200,accessible,https://cis5650-fall-2024.github.io/syllabus/,CIS 5650 - Course Syllabus and Schedule | CIS 5650 GPU Programming and Architecture,CIS 5650 - Course Syllabus and Schedule,Course Syllabus and Schedule,,0.08
31b7daa7ee325491,docs/学习成长/学习资源.md,76,CUDA 编程教程汇总,,https://aitour.site/cuda-programming/resources/,学习成长 / AI / 编程,200,accessible,https://aitour.site/cuda-programming/resources/,资源汇总 - aiTour,资源汇总 &para;,AI学习之旅,,0.2
8d742ae84d57741a,docs/学习成长/学习资源.md,83,上海交通大学软件学院同学课程笔记,,https://github.com/SJTU-SE/awesome-se-notes,学习成长 / AI / 学习记录,200,accessible,https://github.com/SJTU-SE/awesome-se-notes,GitHub - SJTU-SE/awesome-se-notes: Notes for courses of @SJTU-SE · GitHub,"Search code, repositories, users, issues, pull requests...",Notes for courses of @SJTU-SE. Contribute to SJTU-SE/awesome-se-notes development by creating an account on GitHub.,,0.0
efd2b98491ddb534,docs/学习成长/学习资源.md,84,技术摘抄,,https://learn.lianglianglee.com/,学习成长 / AI / 学习记录,200,accessible,https://learn.lianglianglee.com/,note-summary,note-summary,,,0.0
21f36ad6ad4b3fca,docs/学习成长/学习资源.md,88,腾讯犀牛鸟,,https://opensource.tencent.com/summer-of-code,学习成长 / AI / 社区论坛,200,accessible,https://opensource.tencent.com/summer-of-code,腾讯开源 | Tencent Open Source,,腾讯对外开源，以发起者、贡献者两种不同方式积极参与开源，领域覆盖微信、腾讯云、腾讯游戏、腾讯AI、腾讯安全等相关领域。,,0.154
55baac6b869182f8,docs/学习成长/学习资源.md,98,Build your own Redis,,https://github.com/codecrafters-io/build-your-own-x?tab=readme-ov-file#build-your-own-neural-network,学习成长 / AI / 技术文档,200,accessible,https://github.com/codecrafters-io/build-your-own-x?tab=readme-ov-file#build-your-own-neural-network,GitHub - codecrafters-io/build-your-own-x: Master programming by recreating your favorite technologies from scratch. · GitHub,"Search code, repositories, users, issues, pull requests...",Master programming by recreating your favorite technologies from scratch. - codecrafters-io/build-your-own-x,,0.267
46c1c5af8e68e978,docs/学习成长/学习资源.md,105,智械危机——计算机大杂烩交流 - 飞书云文档,,https://pivspm4vxqz.feishu.cn/docx/Fg9xdl1mooisrUxC70Bckpmxnch,学习成长 / AI / 新闻交流,200,accessible,https://my.feishu.cn/docx/Fg9xdl1mooisrUxC70Bckpmxnch,Docs,,,,0.0
867985eaa16c00e4,docs/学习成长/技术思考/技术观点.md,36,针对js的优化方法做一个生成的js适合优化的new typescript,,https://blog.eczn.me/b/ecznscript/,学习成长 / 技术观点 / 技术观点,200,accessible,https://blog.eczn.me/b/ecznscript/,EcznScript ? | Eczn's Home,# ts 最大的问题 —— 做 js 的孙子 ↵,,,0.259
afc6f731d50075c0,docs/学习成长/技术思考/科研学习.md,15,认知资源管理,,https://pcncdkda7wi0.feishu.cn/wiki/J4vbw3uEbiVvWukz2B5c6z9Qn7f,学习成长 / 科研学习 / 科研学习,200,accessible,https://pcncdkda7wi0.feishu.cn/wiki/J4vbw3uEbiVvWukz2B5c6z9Qn7f,Docs,,,,0.0
5f3f7512265e8768,docs/学习成长/技术思考/科研学习.md,29,AI大模型,,https://v11enp9ok1h.feishu.cn/wiki/RbIpw8NJHijTJXkQAqncTmRunBQ,学习成长 / 科研学习 / 科研学习,200,accessible,https://v11enp9ok1h.feishu.cn/wiki/RbIpw8NJHijTJXkQAqncTmRunBQ,Docs,,,,0.0
acbe54af0b57e6ed,docs/学习成长/技术思考/科研学习.md,33,LinuxDo Connect Plugin for Dify,,https://github.com/Frederick2313072/linuxdo,学习成长 / 科研学习 / 科研学习,200,accessible,https://github.com/Frederick2313072/linuxdo,"GitHub - Frederick2313072/linuxdo: 🌟 Connect your Dify AI apps with LinuxDo forum - User auth, content discovery, and community integration made simple · GitHub","Search code, repositories, users, issues, pull requests...","🌟 Connect your Dify AI apps with LinuxDo forum - User auth, content discovery, and community integration made simple - Frederick2313072/linuxdo",,0.256
3440bd919cc1d0d1,docs/学习成长/技术思考/科研学习.md,80,24年关于使用AI加速科研和学习的一些感悟 -Pipeline,,https://innovative-people-fb4.notion.site/Pipeline-16e586fe7ff680bc9c21e728c65ea0d1?pvs=4,学习成长 / 科研学习 / 科研学习,200,accessible,https://innovative-people-fb4.notion.site/Pipeline-16e586fe7ff680bc9c21e728c65ea0d1?pvs=4,Notion,,"A collaborative AI workspace, built on your company context. Build and orchestrate agents right alongside your team's projects, meetings, and connected apps.",,0.114
c13a6cc7f60952b0,docs/学习成长/技术思考/读书笔记.md,10,如何阅读一本书,,https://peppermint-winter-238.notion.site/2a4e3d19d8298028a39cc1b70b849e7e,学习成长 / 读书分享 / 读书分享,200,accessible,https://peppermint-winter-238.notion.site/2a4e3d19d8298028a39cc1b70b849e7e,Notion,,"A collaborative AI workspace, built on your company context. Build and orchestrate agents right alongside your team's projects, meetings, and connected apps.",,0.0
5400227c96361e0d,docs/学习成长/技术思考/读书笔记.md,11,《野兽绅士》,,https://www.notion.so/26916f705b8d80a2bb9fe8c82ced64c0,学习成长 / 读书分享 / 读书分享,200,accessible,https://app.notion.com/p/26916f705b8d80a2bb9fe8c82ced64c0,Notion,,"A collaborative AI workspace, built on your company context. Build and orchestrate agents right alongside your team's projects, meetings, and connected apps.",,0.0
73ab3505aae50402,docs/学习成长/科研记录.md,11,coach guide指的是在模型训练过程中用每个对局结果作为监督信号训练一个coach网络：将每场比赛的初始牌型输入，输出获胜概率，目的是利用这个网络初步筛选出获胜概率比较均衡的局来训练模型；本论文主要是基于DMC算法来训练的。,,https://arxiv.org/abs/2204.02558,学习成长 / 论文阅读 / 论文阅读,200,accessible,https://arxiv.org/abs/2204.02558,[2204.02558] DouZero+: Improving DouDizhu AI by Opponent Modeling and Coach-guided Learning,Computer Science > Artificial Intelligence,Abstract page for arXiv paper 2204.02558: DouZero+: Improving DouDizhu AI by Opponent Modeling and Coach-guided Learning,,0.12
db0345540c6a64ff,docs/学习成长/科研记录.md,17,Compilers 隐式构造能提高 Sample Efficiency,,https://arxiv.org/abs/2412.06769,学习成长 / 论文阅读 / 论文阅读,200,accessible,https://arxiv.org/abs/2412.06769,[2412.06769] Training Large Language Models to Reason in a Continuous Latent Space,Computer Science > Computation and Language,Abstract page for arXiv paper 2412.06769: Training Large Language Models to Reason in a Continuous Latent Space,,0.16
b66df54b157b870b,docs/学习成长/职业发展/人生感悟.md,17,最近关于信息爆炸资源过剩的一些个人思考,,https://lintao.online/blogs/think6-2/,学习成长 / 人生经验 / 人生经验,200,accessible,https://lintao.online/blogs/think6-2/,资源过剩=没有资源？ &#8211; Tao Lin,,#### 资源过剩=没有资源？打开手机，铺天盖地的人工智能资源如潮水般涌来：公众号首页推荐的中文三大顶会最新论文速递，又有新的SOTA、新的概念不断刷屏，B站上某某老师口碑极佳的学习课程，各种社区开源分享的系统教程合集，还有各种限时免...,,0.216
17d701e67acd23a5,docs/学习成长/职业发展/工作就业.md,10,OD 分析,,https://github.com/Younghusband/huawei-od-active-manage,学习成长 / 工作就业 / 工作就业,200,accessible,https://github.com/Younghusband/huawei-od-active-manage,GitHub - Younghusband/huawei-od-active-manage: 华为式主动管理 · GitHub,"Search code, repositories, users, issues, pull requests...",华为式主动管理. Contribute to Younghusband/huawei-od-active-manage development by creating an account on GitHub.,,0.073
c25df78ba78fc8bc,docs/开发/嵌入式开发.md,11,韦东山嵌入式视频教程全套,,https://pan.baidu.com/share/init?surl=uq5wb17V05fj6zaXM30Jdw&pwd=db5w,开发 / 教程 / 教程,200,accessible,https://pan.baidu.com/share/init?surl=uq5wb17V05fj6zaXM30Jdw&pwd=db5w,百度网盘 请输入提取码,,百度网盘为您提供文件的网络备份、同步和分享服务。空间大、速度快、安全稳固，支持教育网加速，支持手机端。注册使用百度网盘即可享受免费存储空间,,0.091
c8791fb622691fa5,docs/开发/开发工具.md,33,LinuxDo Connect Plugin for Dify,,https://github.com/Frederick2313072/linuxdo,开发 / 工具 / 工具 / 环境配置,200,accessible,https://github.com/Frederick2313072/linuxdo,"GitHub - Frederick2313072/linuxdo: 🌟 Connect your Dify AI apps with LinuxDo forum - User auth, content discovery, and community integration made simple · GitHub","Search code, repositories, users, issues, pull requests...","🌟 Connect your Dify AI apps with LinuxDo forum - User auth, content discovery, and community integration made simple - Frederick2313072/linuxdo",,0.256
f13e1c9df725105a,docs/开发/开发工具.md,49,ob卡片工具,,https://github.com/ForsakenDelusion/Delusional_Obsidian,开发 / 工具 / 工具 / obsidia,200,accessible,https://github.com/ForsakenDelusion/Delusional_Obsidian,GitHub - ForsakenDelusion/Delusional_Obsidian: 卡片笔记方法在Obsidian中的实践 · GitHub,"Search code, repositories, users, issues, pull requests...",卡片笔记方法在Obsidian中的实践. Contribute to ForsakenDelusion/Delusional_Obsidian development by creating an account on GitHub.,,0.113
d61ce0fb4d075592,docs/开发/开发工具.md,54,Obsidian Interactive Tabs,,https://github.com/LIUBINfighter/interactive-tabs,开发 / 工具 / 工具 / obsidia,200,accessible,https://github.com/LIUBINfighter/Obsidian-Tab-Flow,"GitHub - LIUBINfighter/Obsidian-Tab-Flow: Render, play and create guitar tabs. Write tabs in text. Modern music font and sound! (.atex, .gp, .gp3, .gp4, .gp5, .gpx) Powered by alphaTab.js. · GitHub","Search code, repositories, users, issues, pull requests...","Render, play and create guitar tabs. Write tabs in text. Modern music font and sound! (.atex, .gp, .gp3, .gp4, .gp5, .gpx) Powered by alphaTab.js. - LIUBINfighter/Obsidian-Tab-Flow",,0.228
6532989de9b0edf3,docs/开发/开发工具.md,55,Csv-lite 一个非常小的项目，是我用来偶尔查看数据集csv文件和跑通obsidian插件开发的流程的,,https://github.com/LIUBINfighter/csv-lite,开发 / 工具 / 工具 / obsidia,200,accessible,https://github.com/LIUBINfighter/csv-lite,"GitHub - LIUBINfighter/csv-lite: Simple enough for csv, no more fancy function you need to learn and think! · GitHub","Search code, repositories, users, issues, pull requests...","Simple enough for csv, no more fancy function you need to learn and think! - LIUBINfighter/csv-lite",,0.184
